frame_number,capture_ts_ms,decode_ts_ms
2060,1468779.609,40668.334
2061,1468796.263,40684.175
2062,1468812.980,40701.190
2063,1468829.627,40717.942
2064,1468846.368,40735.345
2065,1468863.033,40751.031
2066,1468879.674,40768.064
2067,1468896.395,40784.432
2068,1468913.042,40801.462
2069,1468929.765,40818.475
2070,1468946.404,40834.420
2071,1468963.358,40851.999
2072,1468979.820,40867.911
2073,1468996.496,40884.636
2074,1469013.143,40901.290
2075,1469029.872,40918.221
2076,1469046.546,40935.507
2077,1469063.230,40951.636
2078,1469079.871,40968.656
2079,1469096.599,40984.446
2080,1469113.280,41002.109
2081,1469129.919,41018.030
2082,1469146.642,41034.870
2083,1469163.346,41052.145
2084,1469180.130,41069.039
2085,1469196.699,41085.843
2086,1469213.395,41101.516
2087,1469230.030,41118.367
2088,1469246.754,41135.496
2089,1469263.392,41151.721
2090,1469280.113,41168.947
2091,1469296.765,41184.935
2092,1469313.487,41201.394
2093,1469330.165,41218.272
2094,1469346.809,41235.464
2095,1469363.713,41252.366
2096,1469380.244,41268.306
2097,1469396.904,41284.703
2098,1469413.544,41301.850
2099,1469430.285,41318.764
2100,1469446.913,41334.774
2101,1469463.636,41352.402
2102,1469480.325,41368.230
2103,1469497.010,41385.851
2104,1469513.700,41401.659
2105,1469530.387,41418.573
2106,1469547.023,41435.902
2107,1469563.742,41452.438
2108,1469580.382,41469.336
2109,1469597.105,41485.989
2110,1469613.745,41502.339
2111,1469630.488,41520.365
2112,1469647.157,41535.771
2113,1469663.836,41552.073
2114,1469680.500,41569.050
2115,1469697.218,41585.842
2116,1469714.031,41602.210
2117,1469730.602,41619.144
2118,1469747.281,41636.310
2119,1469763.896,41651.989
2120,1469780.625,41669.056
2121,1469797.308,41685.495
2122,1469813.957,41702.070
2123,1469830.681,41718.898
2124,1469847.310,41736.104
2125,1469847.310,41740.122
2126,1469864.043,41754.656
2127,1469880.678,41771.132
2128,1469897.406,41787.549
2129,1469914.042,41804.687
2130,1469930.770,41821.513
2131,1469947.430,41837.933
2132,1469964.139,41854.796
2133,1469980.790,41871.554
2134,1469997.523,41887.440
2135,1470014.149,41904.464
2136,1470030.880,41921.356
2137,1470047.554,41937.506
2138,1470064.249,41954.646
2139,1470080.914,41971.455
2140,1470097.560,41987.015
2141,1470114.285,42003.872
2142,1470130.928,42020.991
2143,1470147.650,42038.046
2144,1470164.301,42055.061
2145,1470181.170,42070.955
2146,1470197.706,42088.133
2147,1470214.389,42105.146
2148,1470231.034,42120.963
2149,1470247.774,42138.049
2150,1470264.431,42155.079
2151,1470281.084,42170.831
2152,1470297.807,42187.590
2153,1470314.480,42204.605
2154,1470331.131,42220.646
2155,1470347.855,42238.111
2156,1470364.736,42254.992
2157,1470381.193,42270.886
2158,1470397.904,42287.615
2159,1470414.556,42304.568
2160,1470431.275,42323.660
2161,1470447.964,42337.604
2162,1470464.642,42354.505
2163,1470481.329,42371.441
2164,1470498.014,42387.562
2165,1470514.647,42404.089
2166,1470531.364,42421.129
2167,1470548.082,42438.110
2168,1470564.755,42454.439
2169,1470581.419,42471.170
2170,1470598.064,42488.202
2171,1470614.790,42503.978
2172,1470631.479,42522.142
2173,1470648.299,42538.011
2174,1470664.889,42554.310
2175,1470681.564,42571.075
2176,1470698.178,42587.924
2177,1470714.898,42603.979
2178,1470731.548,42620.838
2179,1470748.274,42637.939
2180,1470764.909,42654.925
2181,1470781.628,42670.890
2182,1470798.275,42687.421
2183,1470815.019,42704.772
2184,1470831.681,42721.131
2185,1470848.326,42737.551
2186,1470865.051,42754.342
2187,1470881.696,42771.750
2188,1470898.431,42788.223
2189,1470915.103,42804.204
2190,1470931.742,42821.222
2191,1470948.477,42838.293
2192,1470965.147,42854.329
2193,1470981.791,42871.137
2194,1470998.516,42888.071
2195,1471015.163,42904.102
2196,1471031.891,42921.182
2197,1471048.569,42937.665
2198,1471065.206,42954.703
2199,1471081.926,42971.501
2200,1471098.569,42987.099
2201,1471115.298,43004.212
2202,1471131.941,43021.131
2203,1471148.665,43037.692
2204,1471165.305,43054.922
2205,1471182.440,43070.611
2206,1471198.790,43088.021
2207,1471215.375,43104.119
2208,1471232.126,43121.063
2209,1471248.785,43138.160
2210,1471265.421,43154.685
2211,1471282.140,43171.613
2212,1471298.777,43187.369
2213,1471315.514,43204.184
2214,1471332.157,43221.062
2215,1471348.879,43237.720
2216,1471365.750,43254.613
2217,1471382.284,43270.576
2218,1471398.939,43287.147
2219,1471415.569,43303.943
2220,1471432.288,43321.088
2221,1471448.940,43337.853
2222,1471465.653,43355.045
2223,1471482.305,43371.728
2224,1471499.034,43387.537
2225,1471515.705,43404.632
2226,1471532.350,43421.401
2227,1471549.084,43437.590
2228,1471565.759,43454.748
2229,1471582.477,43471.473
2230,1471599.098,43487.673
2231,1471615.804,43505.659
2232,1471632.454,43521.775
2233,1471649.173,43537.327
2234,1471665.944,43554.561
2235,1471682.638,43571.443
2236,1471699.228,43587.278
2237,1471716.139,43604.157
2238,1471732.694,43621.370
2239,1471749.284,43637.874
2240,1471765.920,43654.767
2241,1471782.648,43670.568
2242,1471799.286,43687.653
2243,1471816.050,43705.187
2244,1471832.695,43720.447
2245,1471849.372,43737.928
2246,1471866.020,43755.262
2247,1471882.744,43770.821
2248,1471899.430,43787.620
2249,1471916.064,43804.638
2250,1471932.790,43820.580
2251,1471949.445,43837.904
2252,1471966.150,43854.688
2253,1471982.798,43870.676
2254,1471999.530,43887.464
2255,1472016.162,43904.635
2256,1472032.891,43921.484
2257,1472049.536,43937.592
2258,1472066.258,43954.472
2259,1472082.940,43971.367
2260,1472099.582,43987.413
2261,1472116.312,44004.461
2262,1472132.946,44021.364
2263,1472149.673,44038.357
2264,1472166.357,44054.664
2265,1472183.001,44071.315
2266,1472199.753,44088.353
2267,1472216.559,44105.735
2268,1472233.134,44121.230
2269,1472249.742,44138.476
2270,1472266.430,44154.390
2271,1472283.202,44171.145
2272,1472299.837,44188.136
2273,1472316.469,44204.029
2274,1472333.200,44221.159
2275,1472349.833,44238.316
2276,1472366.576,44255.431
2277,1472383.429,44272.444
2278,1472399.936,44288.465
2279,1472416.584,44304.870
2280,1472433.295,44321.534
2281,1472449.938,44338.620
2282,1472466.666,44354.304
2283,1472483.345,44371.325
2284,1472500.019,44388.645
2285,1472516.666,44404.548
2286,1472533.407,44421.366
2287,1472550.069,44438.553
2288,1472566.716,44455.599
2289,1472583.492,44471.407
2290,1472600.104,44488.232
2291,1472616.814,44506.297
2292,1472633.457,44521.230
2293,1472650.174,44538.127
2294,1472666.899,44555.203
2295,1472683.685,44572.317
2296,1472700.252,44588.201
2297,1472716.921,44605.223
2298,1472733.558,44622.185
2299,1472750.301,44638.116
2300,1472767.006,44655.145
2301,1472783.658,44671.825
2302,1472800.288,44689.103
2303,1472817.024,44705.815
2304,1472833.694,44721.741
2305,1472850.335,44738.656
2306,1472867.062,44755.111
2307,1472883.707,44772.210
2308,1472900.430,44788.449
2309,1472917.087,44805.324
2310,1472933.792,44822.048
2311,1472950.443,44839.156
2312,1472967.158,44856.022
2313,1472983.811,44871.791
2314,1473000.531,44888.927
2315,1473017.177,44905.638
2316,1473033.894,44922.526
2317,1473050.544,44938.568
2318,1473067.276,44955.513
2319,1473083.951,44972.286
2320,1473100.588,44988.346
2321,1473117.317,45005.164
2322,1473133.949,45022.424
2323,1473150.681,45039.499
2324,1473167.328,45055.320
2325,1473184.047,45072.272
2326,1473200.685,45089.678
2327,1473217.447,45105.617
2328,1473234.170,45122.939
2329,1473250.857,45138.709
2330,1473267.448,45155.533
2331,1473284.165,45172.353
2332,1473300.835,45189.539
2333,1473317.473,45205.302
2334,1473334.200,45222.243
2335,1473350.839,45239.228
2336,1473367.567,45255.853
2337,1473384.393,45272.961
2338,1473400.989,45288.847
2339,1473417.617,45305.647
2340,1473434.261,45322.662
2341,1473450.999,45339.904
2342,1473467.666,45356.670
2343,1473484.332,45372.401
2344,1473501.046,45389.199
2345,1473517.677,45406.614
2346,1473534.408,45422.171
2347,1473551.082,45439.279
2348,1473567.726,45456.379
2349,1473584.503,45472.366
2350,1473601.323,45489.503
2351,1473617.998,45507.502
2352,1473634.542,45523.787
2353,1473651.233,45539.103
2354,1473667.882,45556.048
2355,1473684.617,45573.257
2356,1473701.322,45590.298
2357,1473717.989,45606.175
2358,1473734.584,45623.028
2359,1473751.319,45640.174
2360,1473767.981,45656.250
2361,1473784.623,45673.416
2362,1473801.341,45690.073
2363,1473817.986,45706.071
2364,1473834.706,45722.940
2365,1473851.347,45740.223
2366,1473868.068,45755.824
2367,1473884.714,45772.889
2368,1473901.452,45790.019
2369,1473918.131,45806.115
2370,1473934.760,45822.895
2371,1473951.439,45839.727
2372,1473968.166,45857.115
2373,1473984.838,45872.880
2374,1474001.783,45889.735
2375,1474018.226,45906.973
2376,1474034.866,45922.781
2377,1474051.550,45939.510
2378,1474068.278,45957.064
2379,1474084.963,45972.961
2380,1474101.601,45989.952
2381,1474118.323,46007.264
2382,1474134.972,46022.962
2383,1474151.686,46039.820
2384,1474168.464,46056.523
2385,1474185.083,46073.409
2386,1474201.715,46089.536
2387,1474218.427,46107.140
2388,1474235.116,46122.887
2389,1474251.955,46141.115
2390,1474268.513,46156.533
2391,1474285.203,46173.261
2392,1474301.866,46190.287
2393,1474318.554,46206.828
2394,1474335.218,46223.917
2395,1474351.897,46239.580
2396,1474368.538,46256.960
2397,1474385.466,46274.453
2398,1474402.038,46289.833
2399,1474418.615,46306.821
2400,1474435.328,46323.411
2401,1474451.961,46340.397
2402,1474468.679,46357.064
2403,1474485.331,46372.831
2404,1474502.048,46390.249
2405,1474518.681,46406.680
2406,1474535.649,46423.411
2407,1474552.094,46440.422
2408,1474568.743,46456.623
2409,1474585.461,46473.397
2410,1474602.103,46490.522
2411,1474618.825,46508.505
2412,1474635.491,46523.180
2413,1474652.195,46540.203
2414,1474668.891,46557.626
2415,1474685.518,46573.311
2416,1474702.288,46590.235
2417,1474719.050,46608.001
2418,1474735.671,46623.710
2419,1474752.293,46640.912
2420,1474769.001,46656.816
2421,1474785.633,46673.812
2422,1474802.356,46691.155
2423,1474818.993,46707.450
2424,1474835.718,46723.334
2425,1474852.365,46740.249
2426,1474869.087,46757.654
2427,1474885.725,46774.433
2428,1474902.450,46790.223
2429,1474919.092,46807.185
2430,1474935.817,46824.277
2431,1474952.455,46840.237
2432,1474969.179,46857.905
2433,1474985.865,46873.777
2434,1475002.518,46890.692
2435,1475019.190,46907.810
2436,1475035.940,46923.632
2437,1475052.621,46940.479
2438,1475069.234,46957.837
2439,1475085.961,46973.683
2440,1475102.611,46990.614
2441,1475119.328,47007.744
2442,1475135.966,47023.680
2443,1475152.701,47040.443
2444,1475169.343,47057.727
2445,1475186.063,47074.930
2446,1475202.706,47090.703
2447,1475219.435,47107.632
2448,1475236.075,47124.353
2449,1475252.855,47141.550
2450,1475269.603,47158.592
2451,1475286.170,47174.871
2452,1475302.870,47190.625
2453,1475319.495,47207.573
2454,1475336.219,47224.599
2455,1475352.883,47240.549
2456,1475369.610,47257.731
2457,1475386.226,47274.897
2458,1475403.150,47291.890
2459,1475419.651,47307.811
2460,1475436.271,47324.539
2461,1475452.956,47340.845
2462,1475469.679,47357.775
2463,1475486.337,47374.753
2464,1475503.061,47391.835
2465,1475519.740,47407.597
2466,1475536.377,47424.583
2467,1475553.099,47441.768
2468,1475569.741,47457.677
2469,1475586.481,47474.578
2470,1475603.104,47491.609
2471,1475619.837,47509.620
2472,1475636.478,47524.902
2473,1475653.198,47541.388
2474,1475669.864,47558.552
2475,1475686.576,47574.304
2476,1475703.262,47591.208
2477,1475720.023,47608.722
2478,1475736.759,47625.300
2479,1475753.390,47641.303
2480,1475770.030,47658.676
2481,1475786.647,47674.583
2482,1475803.368,47691.279
2483,1475820.013,47708.385
2484,1475836.718,47724.521
2485,1475853.373,47741.359
2486,1475870.114,47758.325
2487,1475886.721,47774.397
2488,1475903.467,47791.165
2489,1475920.161,47808.368
2490,1475936.817,47825.407
2491,1475953.470,47841.268
2492,1475970.187,47858.262
2493,1475986.825,47875.247
2494,1476003.555,47891.188
2495,1476020.238,47908.140
2496,1476036.883,47924.668
2497,1476053.606,47941.776
2498,1476070.244,47958.281
2499,1476086.960,47975.248
2500,1476103.606,47991.203
2501,1476120.338,48008.394
2502,1476136.979,48024.930
2503,1476153.700,48041.803
2504,1476170.345,48058.443
2505,1476187.071,48075.498
2506,1476203.746,48092.643
2507,1476220.421,48108.553
2508,1476237.131,48125.284
2509,1476253.766,48142.467
2510,1476270.533,48158.787
2511,1476287.265,48175.840
2512,1476303.894,48191.502
2513,1476320.505,48208.827
2514,1476337.276,48225.869
2515,1476353.885,48241.705
2516,1476370.598,48258.346
2517,1476387.238,48275.417
2518,1476404.130,48292.449
2519,1476420.636,48308.471
2520,1476437.332,48325.944
2521,1476453.970,48341.689
2522,1476470.690,48358.613
2523,1476487.332,48375.234
2524,1476504.065,48392.476
2525,1476520.743,48409.674
2526,1476537.434,48425.239
2527,1476554.066,48442.278
2528,1476570.791,48459.407
2529,1476587.477,48475.890
2530,1476604.115,48491.621
2531,1476620.836,48509.752
2532,1476637.483,48526.062
2533,1476654.206,48543.037
2534,1476670.911,48559.495
2535,1476687.528,48575.542
2536,1476704.239,48592.209
2537,1476720.950,48609.538
2538,1476737.657,48625.258
2539,1476754.458,48643.543
2540,1476771.027,48659.281
2541,1476787.675,48675.710
2542,1476804.322,48692.907
2543,1476821.060,48708.891
2544,1476837.725,48725.605
2545,1476854.607,48742.670
2546,1476871.096,48759.817
2547,1476887.742,48775.747
2548,1476904.457,48792.657
2549,1476921.105,48808.812
2550,1476937.838,48825.627
2551,1476954.470,48842.740
2552,1476971.200,48859.670
2553,1476987.872,48875.738
2554,1477004.531,48892.664
2555,1477021.241,48909.610
2556,1477037.885,48925.501
2557,1477054.609,48942.576
2558,1477071.250,48959.561
2559,1477087.972,48976.094
2560,1477104.618,48992.940
2561,1477121.347,49009.116
2562,1477138.022,49026.004
2563,1477154.670,49042.995
2564,1477171.396,49059.529
2565,1477188.073,49076.165
2566,1477204.724,49093.236
2567,1477221.446,49109.287
2568,1477238.136,49126.024
2569,1477254.782,49143.089
2570,1477271.495,49159.655
2571,1477288.274,49176.291
2572,1477304.948,49193.319
2573,1477321.534,49209.181
2574,1477338.232,49226.253
2575,1477354.878,49243.155
2576,1477371.591,49259.876
2577,1477388.463,49276.527
2578,1477405.141,49293.718
2579,1477421.659,49309.418
2580,1477438.345,49326.984
2581,1477455.013,49343.011
2582,1477471.652,49359.697
2583,1477488.388,49376.491
2584,1477505.064,49393.230
2585,1477521.748,49410.470
2586,1477538.425,49426.162
2587,1477555.075,49443.317
2588,1477571.801,49459.670
2589,1477588.475,49476.336
2590,1477605.120,49493.415
2591,1477621.845,49511.497
2592,1477638.488,49526.597
2593,1477655.220,49543.320
2594,1477671.914,49559.588
2595,1477688.546,49576.285
2596,1477705.270,49593.332
2597,1477721.906,49610.294
2598,1477738.648,49626.574
2599,1477755.417,49643.788
2600,1477772.102,49660.814
2601,1477788.698,49677.368
2602,1477805.328,49693.098
2603,1477822.088,49710.194
2604,1477838.769,49726.632
2605,1477855.393,49743.572
2606,1477872.102,49760.625
2607,1477888.744,49777.130
2608,1477905.475,49793.286
2609,1477922.153,49810.105
2610,1477938.798,49826.431
2611,1477955.516,49843.529
2612,1477972.157,49860.536
2613,1477988.902,49877.182
2614,1478005.522,49894.246
2615,1478022.250,49910.143
2616,1478038.894,49927.100
2617,1478055.619,49944.165
2618,1478072.260,49960.481
2619,1478088.988,49977.599
2620,1478105.672,49993.608
2621,1478122.350,50010.551
2622,1478138.990,50027.629
2623,1478155.728,50043.438
2624,1478172.406,50060.394
2625,1478189.084,50077.488
2626,1478205.765,50094.682
2627,1478222.419,50110.578
2628,1478239.129,50127.531
2629,1478255.784,50144.787
2630,1478272.494,50160.456
2631,1478289.139,50176.963
2632,1478306.017,50194.106
2633,1478322.574,50211.154
2634,1478339.236,50227.690
2635,1478355.880,50243.592
2636,1478372.613,50261.343
2637,1478389.279,50277.680
2638,1478405.948,50293.724
2639,1478422.836,50310.891
2640,1478439.339,50327.569
2641,1478455.980,50343.501
2642,1478472.703,50361.170
2643,1478489.384,50377.546
2644,1478506.030,50393.732
2645,1478522.763,50410.638
2646,1478539.394,50427.783
2647,1478556.120,50444.894
2648,1478572.764,50460.454
2649,1478589.501,50477.638
2650,1478606.131,50494.660
2651,1478622.851,50511.525
2652,1478639.508,50527.604
2653,1478656.235,50544.395
2654,1478672.895,50560.661
2655,1478689.619,50577.468
2656,1478706.271,50594.485
2657,1478722.908,50611.619
2658,1478739.635,50627.416
2659,1478756.292,50644.547
2660,1478773.135,50661.555
2661,1478789.732,50677.882
2662,1478806.417,50695.170
2663,1478823.029,50711.060
2664,1478839.776,50727.861
2665,1478856.404,50744.950
2666,1478873.105,50761.576
2667,1478889.745,50777.439
2668,1478906.473,50794.463
2669,1478923.114,50811.583
2670,1478939.839,50828.566
2671,1478956.516,50844.355
2672,1478973.176,50861.391
2673,1478989.884,50878.562
2674,1479006.535,50894.315
2675,1479023.256,50911.409
2676,1479039.933,50928.458
2677,1479056.578,50944.214
2678,1479073.318,50961.444
2679,1479090.002,50978.077
2680,1479106.686,50995.559
2681,1479123.304,51012.163
2682,1479139.993,51027.908
2683,1479156.730,51044.902
2684,1479173.407,51061.334
2685,1479190.045,51078.420
2686,1479206.768,51094.457
2687,1479223.408,51111.562
2688,1479240.142,51128.270
2689,1479256.786,51144.626
2690,1479273.506,51161.638
2691,1479290.144,51178.351
2692,1479306.869,51195.553
2693,1479323.665,51212.659
2694,1479340.304,51228.714
2695,1479356.896,51245.678
2696,1479373.616,51261.321
2697,1479390.254,51278.346
2698,1479406.969,51295.876
2699,1479423.785,51311.950
2700,1479440.410,51328.950
2701,1479457.034,51345.676
2702,1479473.674,51361.777
2703,1479490.391,51378.662
2704,1479507.033,51394.730
2705,1479523.754,51411.790
2706,1479540.403,51428.844
2707,1479557.124,51445.876
2708,1479573.768,51461.825
2709,1479590.486,51478.635
2710,1479607.132,51495.832
2711,1479623.858,51512.947
2712,1479640.546,51528.988
2713,1479657.181,51545.607
2714,1479673.958,51562.656
2715,1479690.835,51578.403
2716,1479707.292,51595.527
2717,1479723.911,51612.618
2718,1479740.650,51628.567
2719,1479757.296,51645.346
2720,1479774.008,51662.666
2721,1479790.793,51679.155
2722,1479807.474,51696.170
2723,1479824.053,51712.289
2724,1479840.749,51728.933
2725,1479857.394,51746.055
2726,1479874.111,51762.243
2727,1479890.752,51779.502
2728,1479907.479,51795.352
2729,1479924.122,51812.067
2730,1479940.853,51828.962
2731,1479957.526,51845.969
2732,1479974.211,51862.035
2733,1479990.852,51879.028
2734,1480007.585,51895.937
2735,1480024.262,51911.948
2736,1480040.900,51928.877
2737,1480057.638,51945.771
2738,1480074.263,51961.984
2739,1480090.999,51978.811
2740,1480107.643,51995.840
2741,1480124.360,52013.018
2742,1480141.007,52029.012
2743,1480157.726,52045.873
2744,1480174.372,52062.508
2745,1480191.099,52079.830
2746,1480207.775,52095.817
2747,1480224.641,52112.864
2748,1480241.155,52129.643
2749,1480257.801,52145.847
2750,1480274.522,52162.867
2751,1480291.193,52179.444
2752,1480307.840,52195.663
2753,1480324.603,52213.295
2754,1480341.387,52230.544
2755,1480357.973,52246.261
2756,1480374.566,52262.869
2757,1480391.255,52278.706
2758,1480407.986,52295.815
2759,1480424.845,52312.960
2760,1480441.347,52329.833
2761,1480458.044,52345.729
2762,1480474.684,52362.452
2763,1480491.401,52379.646
2764,1480508.038,52395.984
2765,1480524.767,52412.737
2766,1480541.403,52430.023
2767,1480558.129,52445.899
2768,1480574.780,52462.806
2769,1480591.490,52479.700
2770,1480608.138,52495.817
2771,1480624.860,52514.768
2772,1480641.508,52529.536
2773,1480658.246,52546.186
2774,1480674.887,52562.749
2775,1480691.615,52579.937
2776,1480708.277,52597.021
2777,1480724.926,52612.428
2778,1480741.649,52629.468
2779,1480758.303,52646.266
2780,1480775.016,52663.026
2781,1480791.699,52680.220
2782,1480808.581,52697.560
2783,1480825.113,52713.002
2784,1480841.758,52729.914
2785,1480858.398,52746.016
2786,1480875.126,52762.870
2787,1480891.816,52779.934
2788,1480908.521,52797.090
2789,1480925.137,52813.244
2790,1480941.862,52829.480
2791,1480958.536,52846.427
2792,1480975.173,52862.885
2793,1480991.904,52880.082
2794,1481008.543,52896.187
2795,1481025.268,52913.477
2796,1481041.908,52930.205
2797,1481058.632,52946.319
2798,1481075.270,52963.254
2799,1481091.997,52980.168
2800,1481108.650,52996.394
2801,1481125.374,53013.482
2802,1481142.042,53030.536
2803,1481158.692,53046.474
2804,1481175.417,53062.918
2805,1481192.060,53080.158
2806,1481208.789,53097.268
2807,1481225.493,53113.507
2808,1481242.112,53130.820
2809,1481258.851,53146.522
2810,1481275.518,53163.014
2811,1481292.210,53180.174
2812,1481308.881,53197.112
2813,1481325.529,53213.586
2814,1481342.301,53230.806
2815,1481359.056,53247.849
2816,1481375.622,53263.514
2817,1481392.310,53280.712
2818,1481408.940,53296.630
2819,1481425.723,53313.743
2820,1481442.467,53330.485
2821,1481459.052,53347.644
2822,1481475.683,53363.561
2823,1481492.404,53380.435
2824,1481509.062,53397.664
2825,1481525.781,53413.260
2826,1481542.456,53430.454
2827,1481559.097,53447.525
2828,1481575.826,53463.419
2829,1481592.499,53480.265
2830,1481609.152,53497.935
2831,1481625.867,53515.211
2832,1481642.520,53531.618
2833,1481659.237,53547.003
2834,1481675.940,53563.834
2835,1481692.570,53580.747
2836,1481709.288,53597.950
2837,1481725.926,53613.817
2838,1481742.696,53630.836
2839,1481759.307,53648.100
2840,1481776.016,53663.747
2841,1481792.684,53680.592
2842,1481809.403,53697.884
2843,1481826.180,53715.000
2844,1481842.820,53730.651
2845,1481859.412,53747.843
2846,1481876.122,53764.750
2847,1481892.770,53780.652
2848,1481909.620,53797.750
2849,1481926.187,53814.875
2850,1481942.823,53830.656
2851,1481959.544,53847.635
2852,1481976.189,53864.626
2853,1481992.906,53880.418
2854,1482009.553,53897.498
2855,1482026.274,53914.337
2856,1482042.921,53930.629
2857,1482059.638,53947.442
2858,1482076.282,53964.252
2859,1482092.999,53981.528
2860,1482109.659,53997.476
2861,1482126.377,54015.183
2862,1482143.088,54031.028
2863,1482159.744,54048.015
2864,1482176.386,54065.021
